ID_Venda,Data_Venda,Cliente,Sexo,Idade,Produto,Categoria,Tamanho,Cor,Quantidade,Preço_Unitário,Forma_Pagamento,Estado,Cidade,Vendedor,Canal_Venda,Desconto (%),Avaliação (1-5)
1215,2025-05-14,Davi Vieira,F,37,Blazer Feminino,Casaco,40,Preto,1,213.83,Boleto,RJ,Caxias do Sul,Marcos Silva,Online,15,3
1216,2025-04-14,Pedro da Conceição,M,39,Vestido Floral,Vestido,M,Cinza,1,247.23,Boleto,BA,Rio de Janeiro,Renata Souza,Loja Física,0,1
1217,2025-05-22,Novo Cliente 117,F,60,Calça Moletom,Calça,P,Verde,3,48.92,Boleto,BA,Santos,Renata Souza,Online,0,2
1218,2025-10-03,Novo Cliente 118,F,67,Jaqueta Jeans,Casaco,42,Jeans,1,133.41,Cartão Crédito,MG,Blumenau,Marcos Silva,Online,15,2
1219,2025-07-13,Novo Cliente 119,F,65,Short Jeans,Calça,38,Rosa,1,121.48,Boleto,BA,Pelotas,Fernanda Lima,Loja Física,20,4
1220,2025-05-30,Alana da Conceição,F,60,Saia Jeans,Saia,G,Branco,3,65.75,Cartão Crédito,BA,Salvador,Renata Souza,Online,5,2
1221,2025-11-11,Kaique Lima,F,28,Vestido Floral,Vestido,GG,Branco,1,175.51,Cartão Débito,SC,Joinville,Renata Souza,Online,20,2
1222,2025-05-10,Lucas Gabriel Cavalcanti,F,29,Camisa Social,Blusa,P,Preto,3,75.14,Boleto,BA,Feira de Santana,Juliana Reis,Online,20,2
1223,2025-10-08,Heitor da Rosa,F,38,Saia Jeans,Saia,M,Azul,1,82.38,Cartão Crédito,BA,Porto Alegre,Renata Souza,Loja Física,5,2
1224,2025-06-28,Novo Cliente 124,F,39,Saia Jeans,Saia,M,Cinza,3,225.2,Dinheiro,RJ,Feira de Santana,Renata Souza,Online,10,3
1225,2025-11-08,Alana Gonçalves,F,35,Blazer Feminino,Casaco,GG,Vermelho,3,254.45,Pix,BA,Contagem,Renata Souza,Loja Física,5,2
1226,2025-09-07,Enzo Silveira,F,29,Vestido Floral,Vestido,G,Bege,1,168.43,Cartão Crédito,RJ,Belo Horizonte,Lucas Pires,Loja Física,0,2
1227,2025-12-31,Pietro Almeida,M,59,Saia Jeans,Saia,P,Vinho,3,253.95,Cartão Débito,SP,Pelotas,Lucas Pires,Online,0,2
1228,2025-09-06,Leandro Porto,F,18,Macacão Longo,Macacão,42,Vermelho,3,210.0,Cartão Crédito,RJ,Pelotas,Marcos Silva,Loja Física,10,5
1229,2025-01-05,Luana Cavalcanti,F,51,Bermuda Cargo,Calça,M,Amarelo,1,242.96,Boleto,RJ,São Paulo,Renata Souza,Loja Física,0,3
1230,2025-06-15,Davi Luiz Fernandes,F,29,Vestido Longo,Vestido,42,Bege,1,77.2,Boleto,RS,Porto Alegre,Juliana Reis,Loja Física,5,1
1231,2025-08-26,Davi Luiz Ramos,M,57,Macacão Longo,Macacão,36,Jeans,2,261.92,Pix,BA,Pelotas,Marcos Silva,Online,15,4
1232,2025-03-21,Davi Lucca da Luz,F,60,Moletom com Capuz,Casaco,M,Bege,1,228.95,Cartão Débito,RS,Florianópolis,Lucas Pires,Online,5,5
1233,2025-09-23,Novo Cliente 133,F,62,Calça Moletom,Calça,P,Amarelo,3,86.22,Pix,RJ,Contagem,Fernanda Lima,Online,15,1
1234,2025-10-08,Novo Cliente 134,M,21,Camisa Social,Blusa,P,Preto,1,143.54,Dinheiro,MG,Feira de Santana,Juliana Reis,Loja Física,0,5
1235,2025-03-05,Isabella Caldeira,F,53,Vestido Longo,Vestido,G,Branco,1,78.7,Cartão Débito,RS,Uberlândia,Marcos Silva,Online,0,2
1236,2025-03-30,Isaac Costela,F,51,Blazer Feminino,Casaco,40,Branco,1,53.76,Pix,RJ,Petrópolis,Lucas Pires,Online,15,1
1237,2025-04-25,Igor Cavalcanti,F,25,Short Jeans,Calça,G,Jeans,1,274.16,Cartão Crédito,SP,Florianópolis,Lucas Pires,Loja Física,0,2
1238,2025-12-22,Mariane da Luz,F,36,Camisa Social,Blusa,40,Vermelho,3,193.82,Cartão Crédito,SC,Santos,Fernanda Lima,Loja Física,15,2
1239,2025-02-24,Maria Clara Dias,F,27,Calça Jeans Skinny,Calça,M,Vermelho,2,57.65,Dinheiro,SC,Niterói,Lucas Pires,Online,20,4
1240,2025-03-18,Mariana Pires,M,45,Macacão Longo,Macacão,42,Bege,2,211.5,Dinheiro,RS,Niterói,Juliana Reis,Loja Física,20,3
1241,2025-03-18,Gustavo Henrique Cardoso,F,49,Jaqueta Jeans,Casaco,38,Rosa,2,115.65,Dinheiro,RJ,Santos,Fernanda Lima,Online,15,1
1242,2025-02-27,Novo Cliente 142,F,40,Short Jeans,Calça,40,Vermelho,2,268.26,Cartão Débito,SC,Pelotas,Marcos Silva,Online,20,5
1243,2025-06-20,Kamilly Gonçalves,M,23,Blazer Feminino,Casaco,42,Preto,3,67.8,Cartão Débito,SC,Campinas,Juliana Reis,Online,0,5
1244,2025-09-24,Vicente Peixoto,M,24,Bermuda Cargo,Calça,G,Bege,3,148.9,Boleto,MG,Petrópolis,Fernanda Lima,Loja Física,15,4
1245,2025-08-31,Vitor Mendes,M,46,Jaqueta Jeans,Casaco,M,Bege,1,139.12,Cartão Crédito,SP,Niterói,Fernanda Lima,Online,5,3
1246,2025-10-31,Vitor Hugo Novaes,M,19,Camisa Social,Blusa,G,Branco,1,265.23,Cartão Crédito,SP,Niterói,Renata Souza,Online,10,4
1247,2025-08-19,Novo Cliente 147,M,23,Macacão Longo,Macacão,40,Branco,2,242.71,Dinheiro,MG,Campinas,Marcos Silva,Online,5,2
1248,2025-07-29,Novo Cliente 148,F,69,Bermuda Cargo,Calça,G,Branco,3,266.7,Cartão Crédito,BA,Petrópolis,Lucas Pires,Loja Física,10,1
1249,2025-12-12,Gabrielly Gonçalves,F,54,Moletom com Capuz,Casaco,GG,Branco,1,224.73,Cartão Crédito,MG,Joinville,Marcos Silva,Online,10,2
1250,2025-05-11,Novo Cliente 150,F,61,Macacão Longo,Macacão,G,Vermelho,1,252.57,Cartão Crédito,SC,Contagem,Juliana Reis,Online,0,1
1251,2025-10-21,Sophia Santos,F,30,Saia Plissada,Saia,P,Vinho,2,90.27,Cartão Crédito,SC,Campinas,Marcos Silva,Online,0,5
1252,2025-10-09,Sabrina Peixoto,M,45,Calça Jeans Skinny,Calça,GG,Vinho,2,145.07,Cartão Crédito,RJ,Petrópolis,Marcos Silva,Online,5,1
1253,2025-03-27,Novo Cliente 153,M,39,Short Jeans,Calça,P,Vinho,3,109.7,Cartão Crédito,RJ,Niterói,Marcos Silva,Online,15,4
1254,2025-05-08,Melissa Melo,F,42,Vestido Floral,Vestido,36,Verde,2,264.78,Boleto,BA,Uberlândia,Juliana Reis,Loja Física,15,4
1255,2025-06-06,Theo Cardoso,F,29,Macacão Longo,Macacão,40,Preto,3,63.04,Pix,RS,Florianópolis,Marcos Silva,Loja Física,5,3
1256,2025-12-26,Maria Luiza Peixoto,M,31,Vestido Floral,Vestido,GG,Branco,3,287.98,Boleto,SC,Feira de Santana,Marcos Silva,Online,20,5
1257,2025-12-29,Novo Cliente 157,F,63,Camisa Social,Blusa,G,Bege,2,138.74,Cartão Crédito,SP,Florianópolis,Marcos Silva,Online,0,2
1258,2025-10-01,Gabriel Souza,M,36,Camiseta Básica,Blusa,40,Jeans,2,258.09,Cartão Crédito,BA,Florianópolis,Fernanda Lima,Loja Física,20,4
1259,2025-10-17,Laís Campos,F,26,Vestido Floral,Vestido,G,Amarelo,2,59.39,Dinheiro,RJ,Contagem,Lucas Pires,Online,20,3
1260,2025-08-29,João Pedro Ferreira,M,36,Short Jeans,Calça,M,Branco,1,254.99,Pix,RJ,Florianópolis,Fernanda Lima,Online,0,1
1261,2025-01-01,Alice Rodrigues,F,31,Saia Plissada,Saia,36,Vinho,2,255.21,Boleto,BA,Porto Alegre,Marcos Silva,Loja Física,10,4
1262,2025-01-29,Caio da Mota,M,59,Saia Plissada,Saia,38,Verde,1,88.3,Dinheiro,SC,Niterói,Juliana Reis,Loja Física,5,5
1263,2025-04-11,Davi Lucas da Cruz,M,53,Moletom com Capuz,Casaco,36,Branco,2,125.86,Boleto,MG,Blumenau,Marcos Silva,Loja Física,15,1
1264,2025-08-10,Dr. Kaique Caldeira,F,43,Calça Moletom,Calça,36,Azul,1,243.99,Dinheiro,MG,Blumenau,Lucas Pires,Online,15,1
1265,2025-12-27,Carolina Teixeira,F,50,Moletom com Capuz,Casaco,38,Vermelho,2,224.34,Dinheiro,SC,Uberlândia,Fernanda Lima,Loja Física,20,3
1266,2025-06-08,Ana Laura Campos,F,28,Jaqueta Jeans,Casaco,42,Jeans,1,269.37,Pix,BA,Florianópolis,Lucas Pires,Online,15,2
1267,2025-09-15,Isabella Santos,F,27,Blazer Feminino,Casaco,M,Verde,3,146.16,Cartão Crédito,RS,Vitória da Conquista,Renata Souza,Online,20,3
1268,2025-10-18,Thiago Aragão,F,33,Camiseta Básica,Blusa,36,Rosa,1,132.08,Cartão Crédito,RS,Blumenau,Marcos Silva,Loja Física,15,1
1269,2025-10-15,Sr. Emanuel da Conceição,M,52,Camisa Social,Blusa,M,Vinho,2,176.21,Dinheiro,SP,Feira de Santana,Marcos Silva,Loja Física,10,1
1270,2025-08-23,Srta. Agatha Aragão,F,50,Jaqueta Jeans,Casaco,38,Vermelho,1,116.45,Dinheiro,RJ,Salvador,Juliana Reis,Loja Física,20,1
1271,2025-01-22,Novo Cliente 171,F,66,Vestido Longo,Vestido,M,Branco,3,64.75,Boleto,SP,Vitória da Conquista,Lucas Pires,Online,20,5
1272,2025-12-17,Alexandre Lima,F,54,Calça Moletom,Calça,M,Amarelo,2,154.18,Dinheiro,SC,Niterói,Marcos Silva,Online,5,1
1273,2025-05-23,Sr. Felipe Moura,M,60,Saia Plissada,Saia,36,Verde,2,80.59,Pix,RJ,Petrópolis,Juliana Reis,Loja Física,20,5
1274,2025-01-09,Francisco Cardoso,F,37,Short Jeans,Calça,M,Bege,3,230.58,Boleto,RJ,Uberlândia,Renata Souza,Loja Física,15,4
1275,2025-12-04,Guilherme Caldeira,F,39,Calça Moletom,Calça,40,Vermelho,2,237.25,Cartão Débito,SC,Joinville,Marcos Silva,Loja Física,20,4
1276,2025-04-23,Augusto Martins,M,58,Saia Plissada,Saia,GG,Verde,1,290.22,Cartão Crédito,RJ,Joinville,Marcos Silva,Online,20,2
1277,2025-04-19,Ana Julia da Luz,F,29,Camiseta Básica,Blusa,M,Vermelho,3,273.19,Pix,BA,Rio de Janeiro,Juliana Reis,Loja Física,20,1
1278,2025-11-04,Dr. Luiz Miguel Nascimento,F,48,Saia Jeans,Saia,42,Vinho,3,88.54,Cartão Crédito,RS,Salvador,Juliana Reis,Loja Física,15,5
1279,2025-06-24,Laura Rodrigues,F,30,Calça Moletom,Calça,GG,Vermelho,2,33.23,Cartão Crédito,RJ,Santos,Lucas Pires,Online,0,3
1280,2025-01-01,Novo Cliente 180,F,65,Short Jeans,Calça,42,Verde,3,135.67,Pix,RS,Contagem,Marcos Silva,Online,0,2
1281,2025-05-14,Novo Cliente 181,F,49,Saia Plissada,Saia,38,Azul,3,117.93,Pix,MG,Joinville,Lucas Pires,Loja Física,20,4
1282,2025-12-17,Novo Cliente 182,M,55,Saia Plissada,Saia,P,Rosa,3,166.69,Cartão Crédito,RJ,Petrópolis,Fernanda Lima,Loja Física,20,1
1283,2025-11-10,Luiz Miguel Silva,F,24,Jaqueta Jeans,Casaco,G,Branco,2,255.31,Pix,RJ,Santos,Lucas Pires,Online,20,5
1284,2025-08-31,Luiz Otávio Novaes,M,58,Moletom com Capuz,Casaco,38,Azul,1,109.67,Cartão Crédito,RS,São Paulo,Lucas Pires,Loja Física,5,2
1285,2025-01-30,Ana Costela,M,22,Jaqueta Jeans,Casaco,P,Vermelho,1,239.74,Boleto,BA,Joinville,Renata Souza,Loja Física,20,3
1286,2025-09-15,Paulo Duarte,F,55,Vestido Floral,Vestido,38,Rosa,3,33.39,Boleto,MG,Blumenau,Juliana Reis,Online,10,3
1287,2025-03-16,Evelyn Dias,M,32,Saia Plissada,Saia,M,Branco,2,200.25,Boleto,SC,Florianópolis,Renata Souza,Loja Física,5,3
1288,2025-12-16,Sr. Felipe Moura,M,60,Camisa Social,Blusa,38,Bege,2,278.51,Boleto,RS,Blumenau,Fernanda Lima,Online,0,4
1289,2025-11-15,Dr. Ian Freitas,M,46,Saia Plissada,Saia,GG,Azul,2,241.99,Cartão Débito,SP,São Paulo,Renata Souza,Loja Física,20,3
1290,2025-06-01,Ana Sophia Campos,F,41,Blazer Feminino,Casaco,42,Verde,3,189.86,Cartão Crédito,RJ,Rio de Janeiro,Marcos Silva,Loja Física,15,4
1291,2025-09-24,Pedro Oliveira,M,40,Vestido Floral,Vestido,42,Jeans,2,287.57,Dinheiro,RJ,Florianópolis,Lucas Pires,Loja Física,15,3
1292,2025-08-24,Novo Cliente 192,F,21,Macacão Longo,Macacão,M,Preto,1,130.9,Cartão Crédito,SP,Uberlândia,Fernanda Lima,Loja Física,5,3
1293,2025-01-15,Marcela Monteiro,M,22,Camisa Social,Blusa,42,Amarelo,3,205.69,Pix,MG,Belo Horizonte,Juliana Reis,Online,20,5
1294,2025-10-16,Dr. Davi Lucas Oliveira,M,55,Jaqueta Jeans,Casaco,38,Rosa,2,75.0,Boleto,MG,Florianópolis,Lucas Pires,Online,5,4
1295,2025-08-04,Novo Cliente 195,F,42,Bermuda Cargo,Calça,P,Preto,3,43.35,Dinheiro,MG,Pelotas,Juliana Reis,Online,20,2
1296,2025-10-06,Dra. Stella Peixoto,M,20,Vestido Floral,Vestido,M,Amarelo,2,151.36,Cartão Crédito,BA,Feira de Santana,Lucas Pires,Online,15,5
1297,2025-07-31,Novo Cliente 197,F,54,Saia Plissada,Saia,42,Bege,2,147.42,Dinheiro,RJ,Porto Alegre,Marcos Silva,Loja Física,10,3
1298,2025-09-12,Sophie Duarte,M,52,Blazer Feminino,Casaco,38,Azul,1,262.53,Dinheiro,MG,Vitória da Conquista,Marcos Silva,Loja Física,20,5
1299,2025-08-11,Novo Cliente 199,F,32,Short Jeans,Calça,38,Jeans,2,163.79,Cartão Débito,BA,Porto Alegre,Lucas Pires,Online,10,1
1300,2025-05-07,Marcela Moreira,F,20,Moletom com Capuz,Casaco,40,Verde,2,82.92,Cartão Crédito,RS,Pelotas,Renata Souza,Online,15,3
1301,2025-03-17,Sr. Kaique Lopes,M,47,Blazer Feminino,Casaco,38,Vermelho,1,140.01,Cartão Débito,BA,São Paulo,Juliana Reis,Loja Física,5,3
1302,2025-10-20,Emilly Souza,M,31,Camisa Social,Blusa,P,Vinho,1,292.95,Pix,MG,Contagem,Renata Souza,Loja Física,15,1
1303,2025-04-08,Carlos Eduardo Araújo,F,35,Vestido Floral,Vestido,40,Preto,3,112.54,Cartão Débito,RS,Vitória da Conquista,Fernanda Lima,Online,15,5
1304,2025-12-30,Novo Cliente 204,F,26,Blazer Feminino,Casaco,36,Bege,1,205.87,Boleto,RS,Porto Alegre,Lucas Pires,Loja Física,10,3
1305,2025-03-21,João Vitor Santos,F,25,Calça Jeans Skinny,Calça,40,Vermelho,3,291.9,Pix,SC,Joinville,Juliana Reis,Online,15,4
1306,2025-06-17,Laís Moreira,M,18,Camisa Social,Blusa,42,Azul,3,188.02,Cartão Débito,SP,Petrópolis,Juliana Reis,Loja Física,5,3
1307,2025-04-03,Ana Julia da Luz,F,29,Short Jeans,Calça,40,Amarelo,3,216.43,Cartão Crédito,SP,Contagem,Fernanda Lima,Online,10,4
1308,2025-03-22,João Gomes,M,30,Jaqueta Jeans,Casaco,38,Preto,2,215.86,Pix,BA,Feira de Santana,Lucas Pires,Online,20,5
1309,2025-06-17,Novo Cliente 209,F,41,Camiseta Básica,Blusa,42,Branco,2,61.0,Boleto,SC,Petrópolis,Lucas Pires,Loja Física,15,3
1310,2025-04-19,Ana Julia da Luz,F,29,Bermuda Cargo,Calça,38,Branco,3,50.08,Cartão Débito,SC,Belo Horizonte,Marcos Silva,Loja Física,5,4
1311,2025-05-06,Esther Rodrigues,M,21,Bermuda Cargo,Calça,40,Rosa,3,256.22,Dinheiro,SP,Salvador,Marcos Silva,Online,15,1
1312,2025-12-27,Ana Gomes,F,37,Camiseta Básica,Blusa,40,Rosa,2,164.8,Dinheiro,SC,Caxias do Sul,Lucas Pires,Online,10,2
1313,2025-02-11,Gustavo Pereira,F,25,Jaqueta Jeans,Casaco,42,Cinza,2,116.94,Dinheiro,MG,Niterói,Fernanda Lima,Loja Física,5,5
1314,2025-03-21,Melissa Viana,M,60,Vestido Floral,Vestido,P,Vinho,3,59.98,Boleto,RS,Uberlândia,Renata Souza,Loja Física,15,5
1315,2025-12-11,Novo Cliente 215,M,25,Bermuda Cargo,Calça,40,Amarelo,3,75.13,Pix,RS,Pelotas,Fernanda Lima,Loja Física,5,1
1316,2025-07-12,Giovanna das Neves,F,31,Bermuda Cargo,Calça,40,Branco,1,30.47,Cartão Débito,BA,Vitória da Conquista,Lucas Pires,Loja Física,0,3
1317,2025-08-08,Ana Duarte,F,28,Jaqueta Jeans,Casaco,GG,Verde,3,91.79,Cartão Débito,BA,Uberlândia,Marcos Silva,Online,10,5
1318,2025-09-19,João Vitor Santos,F,25,Blazer Feminino,Casaco,P,Cinza,2,84.31,Pix,SP,Porto Alegre,Lucas Pires,Online,5,1
1319,2025-06-21,Pietra Freitas,M,36,Vestido Floral,Vestido,M,Azul,2,294.97,Boleto,BA,Florianópolis,Marcos Silva,Loja Física,15,5
1320,2025-06-01,Carolina Barros,F,19,Moletom com Capuz,Casaco,GG,Amarelo,1,186.33,Pix,SC,Belo Horizonte,Juliana Reis,Online,10,3
1321,2025-11-19,Maria Vitória Aragão,F,42,Vestido Longo,Vestido,40,Branco,3,159.72,Pix,RS,Salvador,Lucas Pires,Loja Física,15,1
1322,2025-09-24,Novo Cliente 222,F,51,Moletom com Capuz,Casaco,38,Amarelo,2,166.82,Cartão Débito,RS,Rio de Janeiro,Juliana Reis,Loja Física,5,1
1323,2025-11-01,Renan Novaes,F,50,Moletom com Capuz,Casaco,GG,Vermelho,3,259.14,Dinheiro,SC,Salvador,Lucas Pires,Loja Física,10,4
1324,2025-11-18,Novo Cliente 224,F,21,Saia Plissada,Saia,36,Vermelho,2,278.6,Dinheiro,RS,Uberlândia,Renata Souza,Online,15,5
1325,2025-03-27,Novo Cliente 225,F,47,Moletom com Capuz,Casaco,42,Jeans,3,226.02,Pix,RS,Porto Alegre,Juliana Reis,Loja Física,10,1
1326,2025-12-03,Nina Costa,F,59,Calça Jeans Skinny,Calça,P,Jeans,2,47.78,Cartão Crédito,MG,Pelotas,Juliana Reis,Online,20,2
1327,2025-08-19,Gabriel Alves,M,25,Camiseta Básica,Blusa,P,Branco,3,77.36,Pix,SP,Santos,Marcos Silva,Online,15,5
1328,2025-06-14,Sr. Kaique Lopes,M,47,Vestido Floral,Vestido,36,Preto,1,184.67,Cartão Crédito,BA,Blumenau,Renata Souza,Online,20,1
1329,2025-10-18,Srta. Sophie da Rocha,F,28,Camiseta Básica,Blusa,P,Preto,2,168.58,Dinheiro,MG,Belo Horizonte,Juliana Reis,Loja Física,5,2
1330,2025-12-20,Joaquim Freitas,M,56,Moletom com Capuz,Casaco,P,Verde,2,114.72,Boleto,RS,Porto Alegre,Juliana Reis,Loja Física,0,5
1331,2025-06-21,Rebeca Mendes,M,40,Jaqueta Jeans,Casaco,M,Amarelo,3,74.05,Boleto,MG,Blumenau,Juliana Reis,Online,15,4
1332,2025-01-08,Augusto Azevedo,F,59,Calça Jeans Skinny,Calça,M,Preto,3,115.85,Pix,MG,Salvador,Juliana Reis,Loja Física,10,5
1333,2025-06-11,Amanda Araújo,F,58,Blazer Feminino,Casaco,38,Verde,2,248.39,Cartão Débito,BA,Florianópolis,Lucas Pires,Loja Física,0,5
1334,2025-03-12,Lucca da Costa,M,39,Calça Jeans Skinny,Calça,M,Cinza,3,120.63,Dinheiro,RJ,Belo Horizonte,Renata Souza,Online,20,5
1335,2025-05-08,Daniel da Costa,F,59,Blazer Feminino,Casaco,36,Rosa,1,120.0,Pix,RS,Belo Horizonte,Lucas Pires,Loja Física,0,1
1336,2025-11-05,Novo Cliente 236,F,45,Calça Moletom,Calça,P,Branco,3,74.08,Pix,SC,Belo Horizonte,Marcos Silva,Loja Física,0,4
1337,2025-03-10,Novo Cliente 237,M,21,Bermuda Cargo,Calça,GG,Azul,2,40.83,Dinheiro,BA,Petrópolis,Fernanda Lima,Online,10,1
1338,2025-12-16,João Pereira,M,31,Vestido Longo,Vestido,P,Rosa,1,183.76,Cartão Débito,RJ,Pelotas,Lucas Pires,Loja Física,10,4
1339,2025-02-25,Noah Martins,F,59,Jaqueta Jeans,Casaco,36,Cinza,3,250.71,Boleto,SP,Campinas,Fernanda Lima,Loja Física,10,3
1340,2025-02-15,Marcela Moreira,F,20,Vestido Floral,Vestido,40,Azul,3,131.68,Pix,MG,Santos,Fernanda Lima,Loja Física,10,3
1341,2025-06-10,Isabella Lima,F,58,Calça Moletom,Calça,GG,Branco,3,183.28,Cartão Crédito,RS,Porto Alegre,Marcos Silva,Online,15,4
1342,2025-07-19,Davi Lucca da Luz,F,60,Short Jeans,Calça,M,Preto,2,103.78,Boleto,SP,Salvador,Renata Souza,Online,20,3
1343,2025-11-18,Fernanda das Neves,M,45,Calça Jeans Skinny,Calça,40,Cinza,2,130.86,Pix,BA,Feira de Santana,Lucas Pires,Loja Física,5,3
1344,2025-08-22,Sra. Maria Eduarda Alves,F,48,Macacão Longo,Macacão,38,Cinza,1,111.73,Dinheiro,MG,Feira de Santana,Juliana Reis,Loja Física,15,3
1345,2025-05-11,Levi Rezende,M,49,Jaqueta Jeans,Casaco,GG,Vermelho,1,174.4,Cartão Débito,RJ,Belo Horizonte,Marcos Silva,Online,15,1
1346,2025-12-16,Maria Alice Rodrigues,M,24,Calça Moletom,Calça,38,Vinho,2,100.78,Dinheiro,RJ,Petrópolis,Lucas Pires,Online,5,4
1347,2025-02-09,Novo Cliente 247,M,36,Vestido Floral,Vestido,GG,Vinho,2,297.26,Cartão Débito,RS,Campinas,Marcos Silva,Online,20,3
1348,2025-12-16,Dr. Vitor Gabriel da Conceição,M,47,Short Jeans,Calça,G,Cinza,2,98.36,Pix,RS,Blumenau,Renata Souza,Online,0,4
1349,2025-04-22,Dr. Murilo Nunes,F,47,Vestido Longo,Vestido,40,Jeans,3,204.34,Cartão Débito,RS,Petrópolis,Fernanda Lima,Loja Física,20,4
1350,2025-02-17,Thomas Pereira,F,24,Macacão Longo,Macacão,40,Branco,1,36.92,Boleto,BA,Porto Alegre,Fernanda Lima,Online,10,2
1351,2025-11-01,Novo Cliente 251,M,46,Vestido Longo,Vestido,P,Branco,1,285.54,Pix,SP,Vitória da Conquista,Marcos Silva,Loja Física,20,2
1352,2025-10-28,Maria Luiza Nascimento,M,44,Moletom com Capuz,Casaco,G,Cinza,2,195.18,Dinheiro,RS,Florianópolis,Marcos Silva,Loja Física,5,1
1353,2025-08-02,Novo Cliente 253,F,50,Blazer Feminino,Casaco,M,Preto,1,68.61,Dinheiro,SP,Porto Alegre,Fernanda Lima,Loja Física,10,3
1354,2025-09-18,Novo Cliente 254,F,37,Macacão Longo,Macacão,42,Preto,1,218.06,Cartão Crédito,SC,Niterói,Fernanda Lima,Online,0,5
1355,2025-03-20,Elisa Silveira,M,54,Calça Moletom,Calça,P,Cinza,3,152.16,Dinheiro,SP,Joinville,Fernanda Lima,Loja Física,0,5
1356,2025-09-06,Sra. Nina Costa,F,42,Bermuda Cargo,Calça,42,Bege,3,196.97,Cartão Crédito,SP,Salvador,Renata Souza,Loja Física,5,2
1357,2025-11-13,Yuri da Paz,F,58,Moletom com Capuz,Casaco,36,Vinho,1,168.96,Cartão Crédito,SP,Vitória da Conquista,Fernanda Lima,Online,0,5
1358,2025-04-25,Levi Cavalcanti,F,48,Camiseta Básica,Blusa,38,Cinza,2,142.96,Cartão Débito,MG,Joinville,Fernanda Lima,Online,10,2
1359,2025-07-09,Sra. Isadora Silveira,M,41,Macacão Longo,Macacão,40,Jeans,1,77.61,Boleto,SC,Belo Horizonte,Marcos Silva,Loja Física,15,3
1360,2025-08-04,Bryan Moreira,F,46,Jaqueta Jeans,Casaco,GG,Vermelho,3,286.11,Boleto,RJ,São Paulo,Marcos Silva,Online,5,3
1361,2025-01-22,Leonardo Ramos,F,40,Saia Plissada,Saia,G,Cinza,2,269.28,Dinheiro,MG,Rio de Janeiro,Renata Souza,Loja Física,10,1
1362,2025-06-13,Novo Cliente 262,F,35,Calça Jeans Skinny,Calça,M,Bege,3,35.33,Dinheiro,SP,Santos,Renata Souza,Online,20,4
1363,2025-05-02,Igor Carvalho,F,21,Camiseta Básica,Blusa,GG,Vermelho,1,43.2,Cartão Débito,BA,Feira de Santana,Marcos Silva,Loja Física,0,1
1364,2025-12-09,Isabelly Moreira,M,25,Moletom com Capuz,Casaco,38,Azul,1,249.8,Boleto,RJ,Florianópolis,Renata Souza,Online,0,3
1365,2025-04-12,Lucas Gabriel Gomes,M,43,Calça Jeans Skinny,Calça,G,Preto,3,190.17,Cartão Crédito,RS,Salvador,Lucas Pires,Loja Física,20,3
1366,2025-12-01,Bernardo Mendes,M,46,Moletom com Capuz,Casaco,M,Azul,3,150.79,Pix,SP,Campinas,Fernanda Lima,Loja Física,0,1
1367,2025-12-20,Carlos Eduardo da Mata,F,45,Calça Moletom,Calça,M,Vinho,3,206.11,Cartão Débito,SC,Campinas,Lucas Pires,Online,5,1
1368,2025-08-06,Giovanna das Neves,F,31,Blazer Feminino,Casaco,M,Vinho,2,148.7,Cartão Crédito,MG,Campinas,Juliana Reis,Loja Física,10,3
1369,2025-11-01,Luiz Felipe Gonçalves,M,58,Vestido Longo,Vestido,G,Jeans,2,55.82,Pix,SP,São Paulo,Renata Souza,Loja Física,0,5
1370,2025-09-14,Alana Rezende,F,40,Bermuda Cargo,Calça,38,Vermelho,2,178.06,Pix,SP,Belo Horizonte,Fernanda Lima,Online,20,2
1371,2025-11-13,Laura Duarte,M,18,Camisa Social,Blusa,42,Rosa,1,128.91,Boleto,RJ,Blumenau,Fernanda Lima,Loja Física,10,5
1372,2025-04-23,Sophia Lima,F,24,Saia Jeans,Saia,42,Bege,3,76.46,Dinheiro,SC,Vitória da Conquista,Lucas Pires,Loja Física,10,3
1373,2025-12-03,Novo Cliente 273,F,59,Vestido Floral,Vestido,38,Jeans,3,226.21,Boleto,BA,Campinas,Juliana Reis,Loja Física,0,4
1374,2025-01-15,Novo Cliente 274,F,38,Vestido Floral,Vestido,38,Preto,1,168.79,Cartão Débito,BA,Petrópolis,Fernanda Lima,Online,0,5
1375,2025-04-06,Stephany Cardoso,F,45,Bermuda Cargo,Calça,P,Rosa,2,231.76,Pix,RJ,Joinville,Marcos Silva,Online,15,1
1376,2025-09-19,Melissa Cardoso,M,50,Calça Moletom,Calça,GG,Jeans,2,129.45,Pix,MG,Caxias do Sul,Marcos Silva,Loja Física,15,2
1377,2025-09-29,Giovanna das Neves,F,31,Moletom com Capuz,Casaco,40,Azul,3,84.36,Cartão Crédito,RJ,Pelotas,Marcos Silva,Online,15,1
1378,2025-11-25,Theo Cardoso,F,29,Vestido Floral,Vestido,GG,Bege,1,60.78,Dinheiro,RJ,Porto Alegre,Fernanda Lima,Loja Física,0,5
1379,2025-01-19,Sr. Augusto Castro,M,42,Camiseta Básica,Blusa,GG,Cinza,3,210.9,Boleto,SP,Niterói,Juliana Reis,Loja Física,5,2
